cuento,archivo,trial_id,text,n_words,word_id,motivo_eliminacion
Educar para escalar y bucear,sub-035.json,Educar para escalar y bucear::sub-035::seg_0013,definir.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-035.json,Educar para escalar y bucear::sub-035::seg_0015,bomba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-035.json,Educar para escalar y bucear::sub-035::seg_0016,posverdad.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-035.json,Educar para escalar y bucear::sub-035::seg_0017,bomba de introspección,3,"[1, 1, 2, 1, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-035.json,Educar para escalar y bucear::sub-035::seg_0018,recomiendo muchísimo.,2,"[1, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-035.json,Educar para escalar y bucear::sub-035::seg_0020,Es,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0002,siempre cosas fascinantes.,3,"[1, 1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0005,Amaba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0006,sabiduría.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0007,esas conversaciones.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0015,bomba de introspección,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0016,recomiendo muchísimo.,2,"[1, 2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0041,un,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-048.json,Educar para escalar y bucear::sub-048::seg_0042,película.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0002,siempre cosas,2,"[1, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0005,fascinantes.,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0009,sabiduría.,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0010,Amaba esas conversaciones.,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0011,sabiduría.,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0012,Amaba esas conversaciones.,3,"[1, 2, 3, 3, 3, 3, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0015,"porque, aunque",2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0016,Muchas,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0019,"porque,",1,"[1, 1, 1, 1, 1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0022,suele,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0023,introspección,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0028,recomiendo muchísimo.,2,"[1, 1, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0031,saber,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0032,las,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0049,esta,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0050,deberíamos,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0051,En,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0052,perspectivas.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0053,esta,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0054,deberíamos,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0055,"esta analogía,",2,"[2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0057,En,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0060,perspectivas.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-052.json,Educar para escalar y bucear::sub-052::seg_0063,"Lleva décadas,",2,"[1, 2, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-053.json,Educar para escalar y bucear::sub-053::seg_0005,Amaba esas conversaciones.,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-053.json,Educar para escalar y bucear::sub-053::seg_0013,Una bomba,2,"[1, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-053.json,Educar para escalar y bucear::sub-053::seg_0014,Lo recomiendo muchísimo.,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-053.json,Educar para escalar y bucear::sub-053::seg_0017,Es,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-053.json,Educar para escalar y bucear::sub-053::seg_0018,argumentos).,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-053.json,Educar para escalar y bucear::sub-053::seg_0019,Es saber,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-053.json,Educar para escalar y bucear::sub-053::seg_0020,argumentos).,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0005,Amaba esas conversaciones.,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0011,bomba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0012,posverdad.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0014,libro,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0015,Lo recomiendo muchísimo.,3,"[1, 2, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0026,recomiendo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0036,profundidades,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-054.json,Educar para escalar y bucear::sub-054::seg_0039,confirmarlas,1,"[1, 1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-055.json,Educar para escalar y bucear::sub-055::seg_0002,siempre cosas fascinantes.,3,"[1, 1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-055.json,Educar para escalar y bucear::sub-055::seg_0005,esas conversaciones.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-055.json,Educar para escalar y bucear::sub-055::seg_0006,un,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-055.json,Educar para escalar y bucear::sub-055::seg_0007,Amaba esas,2,"[2, 2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-055.json,Educar para escalar y bucear::sub-055::seg_0013,bomba de introspección,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-055.json,Educar para escalar y bucear::sub-055::seg_0014,recomiendo muchísimo.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0005,esas conversaciones.,2,"[1, 2, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0007,Lo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0010,Lo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0012,ciencia.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0014,Lo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0017,yo esperaba,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0018,siempre,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0019,ansiosamente,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0020,fascinantes.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0021,hambrientamente,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0022,"porque, aunque",2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0023,al,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0027,bomba de introspección,3,"[1, 3, 1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0028,recomiendo muchísimo.,2,"[1, 2, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-056.json,Educar para escalar y bucear::sub-056::seg_0049,frente,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0005,Amaba esas conversaciones.,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0011,bomba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0012,posverdad.,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0013,bomba de introspección,3,"[1, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0014,recomiendo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0016,Es,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0017,pensamiento,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0041,Dar,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-058.json,Educar para escalar y bucear::sub-058::seg_0042,película.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0004,gastaba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0006,palabras,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0007,"Universidad de Campinas−,",3,"[3, 1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0009,de,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0011,esas conversaciones.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0014,ciencia.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0018,Pocas personas han,3,"[2, 1, 2, 3, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0020,abordado,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0021,definir.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0024,"pensamiento crítico,",2,"[2, 2, 1, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0025,y,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0026,recomiendo muchísimo.,2,"[1, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0029,poner,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0034,se nos ocurren”.,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0049,"En esta analogía,",3,"[2, 2, 1, 2, 3, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0050,perspectivas.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-060.json,Educar para escalar y bucear::sub-060::seg_0054,esfuerzo.,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0001,Era,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0002,cena.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0004,Decía siempre cosas,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0007,Amaba esas conversaciones.,3,"[2, 1, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0013,Una,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0014,posverdad.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0015,bomba de introspección,3,"[1, 3, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0016,recomiendo muchísimo.,2,"[1, 2, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0018,Es lo que,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0019,piensa sobre,2,"[1, 1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-065.json,Educar para escalar y bucear::sub-065::seg_0041,es nuestra tarea.,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0005,Amaba esas conversaciones.,3,"[1, 3, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0011,Una,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0012,posverdad.,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0013,bomba de introspección,3,"[1, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0014,Lo recomiendo muchísimo.,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0016,lo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0017,sobre,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0018,lo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0019,pensamiento.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0023,Porque muchas,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0027,Porque,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0028,propias ideas.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0033,Mientras,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0034,percepción.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0035,Mientras,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0036,percepción.,1,"[1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0044,Pero,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-066.json,Educar para escalar y bucear::sub-066::seg_0045,refutarlas.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0005,Amaba esas conversaciones.,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0011,Una,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0012,posverdad.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0013,Una,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0014,recomiendo muchísimo.,2,"[1, 2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0018,la,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0019,crítico,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0020,engañar.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0024,Mientras escribo,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0025,percepción.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0029,muevo y lo,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0038,Creo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-068.json,Educar para escalar y bucear::sub-068::seg_0040,podemos.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0004,Yo me,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0005,hablaba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0006,operando,1,"[1, 1, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0007,fascinantes.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0008,hablaba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0009,fascinantes.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0012,Amaba esas conversaciones.,3,"[1, 1, 2, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0013,cuando,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0021,Lo recomiendo muchísimo.,3,"[1, 2, 2, 3, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0031,Aunque,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0032,autoengaño,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0034,las,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0042,En esta,2,"[2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0043,perspectivas.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-070.json,Educar para escalar y bucear::sub-070::seg_0048,entendamos,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0005,esas conversaciones.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0011,bomba de introspección,3,"[3, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0012,de posverdad.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0014,recomiendo muchísimo.,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0016,recomiendo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0018,Es,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0019,pensamiento.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0022,más,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0023,ocurren.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0038,adquirir,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0039,refutarlas.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0043,escapatoria.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0046,imposible,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0047,que no podemos.,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0050,"En cambio,",2,"[2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0051,docencia.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0052,Creo que,2,"[1, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0054,un,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-071.json,Educar para escalar y bucear::sub-071::seg_0055,película.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0003,Nos,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0004,fascinantes.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0007,Amaba esas conversaciones.,3,"[1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0008,sabiduría.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0009,Amaba,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0014,Pocas,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0018,Lo recomiendo muchísimo.,3,"[1, 3, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0020,lo,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0021,pensamiento.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0023,Es saber,2,"[2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0024,argumentos).,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0039,esta,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0040,perspectivas.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-073.json,Educar para escalar y bucear::sub-073::seg_0047,es,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0002,siempre cosas fascinantes.,3,"[1, 2, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0005,Amaba esas conversaciones.,3,"[2, 3, 2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0013,"pensamiento crítico, pero",3,"[2, 1, 3, 2]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0014,Guadalupe,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0015,definir.,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0016,personas,1,[1],input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0021,Lo recomiendo muchísimo.,3,"[2, 3, 2, 1]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0027,lo más importante,3,"[3, 1, 3]",input_menos_de_4_palabras
Educar para escalar y bucear,sub-075.json,Educar para escalar y bucear::sub-075::seg_0042,refutarlas.,1,[1],input_menos_de_4_palabras
